R,F,M,C,L
-0.9871156,0.4370865,0.21044035,0.033980258,-0.4438966
-0.9825358,-0.12943397,0.06215242,1.3652638,-1.3135371
-0.8543007,0.89030284,0.3471642,-0.8862219,-1.3562326
-0.97795594,0.77699876,0.12688296,0.6775607,-0.45288512
-0.63904893,0.38043442,0.2273281,-0.13737679,-1.3034251
-1.0008551,0.77699876,0.28641763,-0.56138027,1.2144877
-0.6665279,-0.12943397,0.09021642,0.9915532,0.93921393
0.18073961,-0.58265036,0.35351035,-0.9784923,-0.9787143
-0.9825358,0.21047829,0.111793265,0.76646626,2.0077257
-0.97795594,0.26713035,0.35728276,-1.0051812,0.6403452
-0.4375367,-0.18608603,0.12296951,0.6551384,-1.1876976
2.0126693,-0.12943397,0.06469087,1.2209886,-1.0146685
-0.9687963,-0.016129887,0.22214544,-0.15239467,0.6527044
-0.9092586,0.8336508,0.069450475,1.1572517,-1.1551143
-0.56577176,0.89030284,0.35752955,-1.0323783,-0.42479596
-0.97337615,0.77699876,0.26487604,-0.47606307,1.7122277
-0.533713,0.15382625,0.17567766,0.16407269,0.3639478
-1.0054349,0.32378238,0.034617264,1.491881,1.9414353
-0.9825358,0.49373853,0.2594466,-0.45832875,-0.70793474
-0.95505685,1.116911,0.28909713,-0.65438586,0.6100089
-1.0054349,0.7203467,0.26438245,-0.5065008,1.4953793
-0.8817797,0.15382625,0.091979235,0.85835695,-0.2382839
-0.82682174,0.32378238,0.038601223,1.3812376,0.2763096
-0.7810235,0.21047829,0.05855628,1.1366663,1.3066202
-0.97337615,0.38043442,0.19284746,-0.06561269,1.7144749
-0.99627525,0.32378238,0.10061703,0.7116444,-1.101183
-0.80392265,-0.072781935,0.07956903,0.90662336,1.0122458
-0.80850244,1.116911,0.1428893,0.29284403,0.8830356
-0.9825358,-0.24273807,0.2734786,-0.67103094,-0.57198316
-0.8909393,0.77699876,0.1266009,0.42242414,-0.31019217
-0.13526827,0.55039054,0.3366931,-1.0510798,-1.0225334
-0.950477,0.32378238,0.29191762,-0.78894967,-1.0483754
-1.0008551,0.4370865,0.052915275,1.1227224,1.2156113
-0.48791474,0.21047829,0.21689224,-0.29759035,-0.018064843
-0.6848472,-0.072781935,0.13206562,0.36153764,1.0549413
0.5333861,0.26713035,0.028447414,1.3745482,1.2571833
-0.46501562,-0.016129887,0.11570671,0.4818611,-0.89669394
1.889014,-0.2993901,0.13827074,0.28490296,1.8257079
-0.8588805,0.04052216,0.2864529,-0.805919,1.3953819
-1.0054349,1.003607,0.2951612,-0.8737698,-1.2124162
-0.55661213,0.04052216,0.090533726,0.6542428,1.8425615
-0.6024104,-0.35604215,0.29777017,-0.9062881,-0.2079476
-0.65736824,-0.016129887,0.018822448,1.379938,-1.0214099
0.070823826,0.097174205,0.14807199,0.13106294,-1.0393869
-0.27724284,0.15382625,0.0553127,0.97281224,0.95831454
-0.36425948,0.32378238,0.06444408,0.86763227,1.4234711
-0.26808318,0.26713035,0.2912125,-0.8974993,0.53697705
-0.7306454,-0.18608603,0.28342086,-0.8561993,-0.6214201
-0.9184182,0.32378238,0.041774288,1.0748405,0.22911981
-0.8771998,0.6070426,0.2724914,-0.80628276,0.46956307
-0.14900775,0.55039054,0.29163557,-0.92364544,-0.12480367
-0.9642165,0.55039054,0.08344722,0.635933,1.7549232
-0.95505685,0.21047829,0.27908432,-0.86955315,-0.8427627
-0.99169546,1.5134754,0.3027413,-1.0145288,-1.1899449
1.6233842,0.15382625,-0.020347282,1.7314847,-0.55288255
-0.9871156,0.21047829,0.118104145,0.2880991,-1.2124162
-0.9596367,0.49373853,0.2562735,-0.74259025,-1.2910658
-0.87262,-0.016129887,0.105552904,0.39165044,-0.18997054
-0.97795594,0.21047829,0.02735447,1.1589844,-1.3045486
-0.7077463,-0.016129887,0.0046494226,1.4021882,1.3976291
-0.9871156,0.6070426,0.053867195,0.86548096,-0.4865921
-0.99169546,0.4370865,0.22094673,-0.54292744,0.9897744
-0.97795594,0.55039054,0.23839858,-0.6680549,1.3908877
-0.3276209,-0.072781935,0.29022533,-1.0138304,1.0560648
-0.533713,0.26713035,0.053796683,0.81016827,1.7526761
-0.9642165,0.4370865,0.013428237,1.2253462,1.3088673
-0.99169546,0.097174205,0.10178048,0.3417415,0.67629933
-0.90467876,0.38043442,0.014803232,1.1954327,-1.3034251
0.8035957,-0.58265036,0.27971894,-0.9784923,-0.18884698
-0.8359814,-0.24273807,0.24763572,-0.78178406,-1.386569
-0.65736824,-0.072781935,0.066488944,0.6443399,-0.37985328
0.7761168,-0.24273807,0.0370852,0.9385571,-1.2483703
-0.90467876,0.26713035,0.008633383,1.2439427,0.4954051
0.7074194,0.89030284,0.30690154,-1.1531961,-0.57872456
-0.9184182,0.49373853,0.079322234,0.4931976,1.7515526
-0.99169546,0.4370865,0.15198544,-0.13884157,0.5807962
-0.6711077,-0.12943397,0.043924924,0.8230882,-0.787708
-0.99169546,0.55039054,0.21001728,-0.57512563,0.74146616
1.3760737,-0.016129887,-0.033815183,1.7026172,0.7336012
-0.5932507,-0.12943397,0.023617303,1.0167267,-1.2528646
-0.42379722,-0.072781935,0.11270993,0.15870644,-0.5247934
-0.194806,0.15382625,0.008985945,1.1685653,-0.2787323
-0.47417527,-0.18608603,-0.0066678445,1.3381473,-1.0742174
-0.7810235,0.32378238,-0.0055043874,1.3198901,-1.0483754
-0.32304108,-0.2993901,0.24770623,-0.8560438,1.5459399
-0.99627525,0.55039054,-0.015940247,1.4111137,-0.99781495
-0.950477,0.38043442,0.2816228,-1.0846094,1.5830176
-0.8359814,0.15382625,0.053373605,0.65118486,0.51001143
-0.9642165,0.21047829,-0.00018068845,1.2035501,1.3392036
-0.9321577,-0.016129887,0.023370508,0.94129574,1.8302022
-0.23144458,0.097174205,0.11641184,0.05437341,-0.5955781
0.7165791,0.15382625,0.24199472,-0.90012276,0.889777
-0.99627525,-0.35604215,0.11119391,0.04612618,0.25720897
-0.9642165,0.49373853,0.24865817,-0.95630115,1.2616775
-0.9413174,0.21047829,0.03941212,0.70490634,1.0212343
-0.47875512,0.21047829,0.21971275,-0.7822387,-0.4944571
0.74863786,-0.35604215,0.010184659,0.9978802,0.31900513
-0.55661213,0.04052216,0.121806055,-0.07870621,1.734699
-0.47417527,0.04052216,0.024674991,0.81623286,1.649308
-0.5291332,0.21047829,0.113838136,-0.022404978,-0.3764826
-0.42837703,0.89030284,0.23667103,-0.9235177,-0.7360239
-0.9321577,0.04052216,0.2707991,-1.1405393,1.3493158
-0.95505685,-0.12943397,-0.008959503,1.1562874,-1.0607346
-0.90467876,-0.12943397,0.15061043,-0.35493013,0.9324725
0.58376414,-0.12943397,0.0036622465,0.9870311,-0.56973606
-0.94589716,0.7203467,0.14715531,-0.33650923,-0.75512457
-0.95505685,0.32378238,0.22295633,-0.8859428,0.28529814
-0.8314016,1.116911,0.17440842,-0.56732684,-0.8910761
-0.9321577,0.15382625,-0.009417835,1.092672,-0.9180417
-0.8909393,-0.016129887,0.13802394,-0.3031128,-1.1888212
-0.6207297,-0.18608603,-0.021193434,1.2054696,-0.83939207
-0.56577176,-0.18608603,0.18459749,-0.65992564,-0.44502017
-0.39173844,-0.2993901,0.2427351,-1.0560343,-0.6854634
-0.6619481,-0.41269422,0.23356847,-1.0073485,1.4875144
-0.57493144,0.04052216,0.036344822,0.5486887,1.8684036
-0.80850244,0.15382625,0.0080692815,0.82562417,1.8998634
-0.9687963,0.4370865,0.07396328,0.1705226,-0.8877054
-0.9687963,-0.12943397,0.0056365984,0.8398888,0.8437107
-0.73522526,0.097174205,-0.013965895,1.0532609,-0.97422004
-1.0008551,0.26713035,-0.049821537,1.4822391,-1.1450021
-0.8314016,-0.016129887,0.024463454,0.63360393,1.4571781
-0.7031665,-0.58265036,0.21329612,-0.90969527,-0.6461386
-0.6207297,0.04052216,0.11940862,-0.23253095,1.6785207
-0.7718639,-0.18608603,-0.042241435,1.3782282,0.5650662
0.39141154,-0.2993901,0.026896138,0.59384364,-0.5045692
-0.4054779,0.26713035,0.19792438,-0.8197296,1.5751526
-0.49249458,0.04052216,-0.02179279,1.1171075,1.522345
-0.8817797,-0.2993901,0.24841137,-1.1511496,-0.9045589
-0.67568755,-0.24273807,0.063315876,0.20766014,-0.88658184
-0.4421165,0.49373853,0.22186339,-1.0062191,1.758294
-0.8543007,-0.24273807,0.12187657,-0.3113045,-0.7090583
-0.9000989,-0.5259983,0.19027376,-0.86202306,1.3908877
-0.6711077,-0.18608603,-0.03755235,1.1780899,0.41675544
0.6891001,-0.12943397,0.0020757136,0.72823393,1.8302022
-0.8817797,0.21047829,0.045158893,0.28605673,-1.0820824
-0.6711077,0.097174205,-0.077286184,1.6682607,-0.18210557
-0.99169546,0.26713035,0.1646777,-0.7060893,1.3111144
0.19447908,-0.12943397,0.009091714,0.6325168,0.69652355
-0.87262,0.04052216,-0.012555644,0.8458889,0.46169809
-0.0024533675,-0.58265036,0.18928657,-0.8998312,-1.3438735
0.39599136,-0.46934626,0.22196916,-1.1288515,-0.4877157
-0.9229981,0.26713035,-0.030818399,1.0182734,-1.3618505
1.5455272,-0.072781935,0.056617185,0.10704531,0.7875324
0.40057117,-0.18608603,-0.09047203,1.7585373,-0.85175127
-0.86346036,0.4370865,-0.05835356,1.322667,1.6167246
-0.99627525,0.89030284,-0.05500421,1.2786033,0.47405732
0.006706281,-0.24273807,-0.08423167,1.6579503,-0.64389145
-0.97795594,0.04052216,-0.05359396,1.2576811,1.201005
-0.42379722,0.15382625,0.022101283,0.4043788,0.045978453
-0.5108139,0.26713035,0.07847608,-0.14320678,0.11451601
-1.0008551,0.26713035,0.14292456,-0.655221,1.641443
-0.65736824,0.26713035,0.02640255,0.32359412,1.7661589
-0.6848472,0.04052216,-0.072773375,1.4345953,-1.0921946
-0.7306454,-0.24273807,-0.052536268,1.1291646,-0.53378195
-0.8497209,-0.016129887,-0.03177032,0.87705064,-1.2225282
-0.9413174,0.21047829,-0.008042839,0.6102569,0.6639401
-0.8680402,-0.18608603,-0.079260536,1.4472724,-1.2461232
-0.99169546,0.26713035,0.04649863,0.057416834,-0.31805712
-0.99627525,-0.072781935,-0.036071584,0.8897193,0.61562675
-0.49249458,0.32378238,0.004085322,0.44844875,0.10665105
1.9851904,-0.58265036,0.16746294,-0.9315747,-0.18884698
0.2723361,-0.18608603,-0.091388695,1.5497317,-0.91691816
-0.89551914,0.21047829,-0.04996256,1.0197576,0.3066459
-0.6298893,-0.58265036,0.15734439,-0.8780559,-0.36861762
0.3822519,-0.2993901,0.05524219,-0.08199955,-0.6461386
-0.78560334,-0.2993901,-0.020417795,0.6570343,-1.2393818
-0.6527884,-0.24273807,-0.08430218,1.3954751,1.4380774
-0.30472177,-0.072781935,0.039235838,0.026932623,-0.96410793
-0.47417527,-0.58265036,0.1894276,-1.1360067,-0.6000723
-0.8405612,0.097174205,-0.0939624,1.5110961,-0.5955781
-0.60699016,-0.41269422,-0.08934383,1.4250466,-1.2000569
0.13494137,0.097174205,0.13460408,-0.8327718,0.26170325
-0.52455336,0.097174205,0.019880136,0.11679759,-1.2202811
0.034185227,-0.12943397,0.040857624,-0.080153644,0.46282166
-0.99627525,-0.35604215,-0.08176373,1.2344251,1.0358406
-0.93673754,0.097174205,0.060037043,-0.2610304,1.1425794
-0.8909393,0.38043442,-0.10478608,1.535052,-1.0180391
-0.89551914,0.097174205,0.021889744,0.07800575,1.8964927
-0.6482086,0.15382625,0.044171717,-0.13901027,1.480773
-0.4375367,0.4370865,0.029223053,-0.010687384,-1.3157843
-0.50623405,0.77699876,-0.10076687,1.4479527,0.04260775
-0.6207297,-0.18608603,-0.009488347,0.36052895,0.2763096
-0.77644366,-0.2993901,-0.104680315,1.4964815,-0.41468385
-0.95505685,0.04052216,0.10350804,-0.659339,0.73135406
-0.46501562,-0.35604215,0.031655736,-0.05764592,-1.1438786
-0.65736824,-0.016129887,0.06585433,-0.36071637,1.0897719
-1.0008551,0.55039054,-0.07206825,1.0375224,-1.1416315
-0.8497209,-0.24273807,-0.06350097,0.9322196,0.29091597
-0.5795112,0.04052216,-0.034167744,0.5850001,1.2347119
1.7516193,-0.6393024,0.143947,-0.9784923,1.3010024
1.7516193,-0.6393024,0.143947,-0.9784923,-1.1191602
1.0738053,-0.6393024,0.143947,-0.9784923,-1.2303932
0.011286106,-0.6393024,0.143947,-0.9784923,-0.27311447
2.044728,-0.6393024,0.143947,-0.9784923,-0.22030683
0.7990159,-0.6393024,0.143947,-0.9784923,-1.202304
1.1333431,-0.6393024,0.143947,-0.9784923,-1.2270225
1.1974605,-0.6393024,0.143947,-0.9784923,-1.2753359
-0.63904893,-0.6393024,0.143947,-0.9784923,0.3403529
-0.9871156,0.15382625,0.072623536,-0.4451915,-1.3157843
0.37767205,-0.016129887,0.035992257,-0.13531914,1.33808
-0.78560334,0.26713035,-0.010581292,0.314627,-0.9382659
-0.061991084,-0.12943397,-0.10090789,1.3804455,0.21114275
-0.91383845,0.7203467,0.06264601,-0.37370855,-0.65962136
-0.6985867,0.49373853,0.120360546,-0.83792627,-0.64950925
-0.7306454,0.097174205,0.14930595,-1.054387,1.9290761
-0.7306454,0.26713035,-0.087510504,1.1668499,-1.2539881
-0.9642165,0.21047829,0.045405686,-0.26128033,-0.09446737
-0.950477,-0.24273807,-0.0737253,0.9776384,1.6976213
0.22195803,-0.24273807,-0.1208982,1.6031152,1.4571781
-0.56577176,0.26713035,0.14331238,-1.0304519,-1.0000621
-0.8771998,0.4370865,0.13389896,-0.96752656,0.83247507
-0.9825358,2.5898643,0.07188316,-0.50077075,-1.142755
-0.5932507,-0.016129887,0.053444117,-0.34891063,0.9088776
-0.8405612,0.21047829,0.05150502,-0.34177968,1.1931399
-0.6711077,-0.12943397,-0.11546873,1.4824995,0.8055095
-0.05741126,-0.12943397,-0.06811955,0.86297554,-0.4405259
-0.5703516,0.097174205,-0.11910013,1.503614,0.41900256
-0.9596367,0.38043442,0.11898555,-0.9099056,-0.61018443
0.8356545,-0.12943397,-0.015693454,0.24164942,-0.82927996
-0.8314016,0.15382625,-0.07079902,0.82470363,-0.66973346
-0.46959546,-0.24273807,-0.11560976,1.4027138,-0.047277577
-0.7031665,0.15382625,-0.070129156,0.8084716,0.23586121
-0.93673754,-0.24273807,-0.027856871,0.33162615,1.7897538
-0.8405612,-0.24273807,-0.118430264,1.416119,1.472908
-0.9596367,-0.12943397,-0.10718351,1.25849,-0.52029914
-0.5108139,-0.016129887,-0.013296026,0.15794836,0.83584577
0.66162115,-0.12943397,-0.0013441459,0.030734126,-1.0798353
-0.6436288,0.21047829,-0.10182455,1.1686771,1.683015
-1.0054349,-0.072781935,-0.062443286,0.6761577,0.59764963
-0.5108139,-0.2993901,-0.13651673,1.6444069,1.7414404
-0.1398481,-0.12943397,-0.028244691,0.28149438,-1.0596111
-0.455856,0.15382625,0.1380592,-1.1441839,-0.48546857
-0.6024104,0.21047829,-0.11211939,1.2618381,-0.98657924
-0.77644366,-0.24273807,-0.11599758,1.3039657,-1.3697155
-0.3093016,-0.016129887,0.07632545,-0.70757425,-0.6584978
-0.7214858,-0.18608603,-0.10464506,1.1334972,-0.19334124
-0.4970744,-0.016129887,-0.07985989,0.8067076,-0.08323171
-0.8543007,0.26713035,0.10005292,-0.9234802,0.8751706
-0.8405612,-0.016129887,0.04840247,-0.52130413,0.8661821
0.55170536,-0.35604215,-0.06628622,0.59384364,0.42349684
-0.95505685,0.097174205,0.07230623,-0.7348658,-0.6056902
-0.80850244,0.49373853,-0.07777977,0.71067876,-0.4203017
-0.7581244,-0.016129887,-0.1447667,1.5780042,-0.51355773
-0.6802674,0.15382625,-0.06265482,0.50181556,-1.1798327
0.57918435,0.04052216,-0.027539564,0.111922145,-0.8495041
-0.9275779,0.26713035,-0.09914508,0.92855835,1.1392088
-0.75354457,-0.12943397,-0.04305233,0.26533452,-1.2966837
-0.9825358,-0.072781935,-0.10510339,0.9868478,1.2504419
-0.8130823,0.21047829,0.065395996,-0.7558302,1.2234763
-0.9229981,0.21047829,0.076607496,-0.85324407,-1.1562378
-0.61157,0.15382625,-0.12749113,1.2470132,0.21114275
-0.9000989,0.26713035,0.06046012,-0.74129206,-0.16525207
-0.99169546,-0.072781935,0.08538631,-0.9389389,-1.091071
-0.97795594,0.6070426,-0.080917574,0.6333936,-1.0348927
-0.8314016,-0.016129887,-0.07580542,0.5659322,0.7336012
-0.39631826,0.32378238,0.060601145,-0.78030187,-0.17536417
0.31355453,0.04052216,-0.11285977,0.9912637,-0.028176945
-0.6985867,0.15382625,-0.117443085,1.0458336,-1.1494964
-0.9596367,0.38043442,0.042267878,-0.6415353,-0.7157997
-0.689427,-0.18608603,-0.0947733,0.735914,-0.08435527
-0.8771998,0.21047829,-0.104151465,0.84501487,-1.033769
-0.4970744,0.04052216,-0.13246226,1.217807,-1.1236544
-0.20854546,-0.072781935,-0.14346223,1.3656353,0.59427893
-0.62530947,0.32378238,-0.024331242,-0.07436253,-0.8528748
-0.194806,-0.5259983,0.086902335,-1.0453984,0.82011586
-0.7398051,0.04052216,-0.025635725,-0.09155537,-1.091071
-0.93673754,0.21047829,0.05637039,-0.82666343,0.84034
-0.37341914,-0.072781935,-0.1674365,1.6699892,-0.0034584785
-0.99169546,0.097174205,-0.09311625,0.627885,-1.1832035
-0.9871156,-0.18608603,-0.16884676,1.6742663,1.3549335
-0.6848472,0.15382625,-0.12149756,0.9534889,0.6369745
-0.89551914,0.097174205,-0.07947207,0.4173793,-0.46861506
-0.54745245,0.097174205,-0.027892128,-0.14398222,0.28417456
-0.95505685,0.21047829,-0.1306642,1.0348837,1.8908749
-0.7489647,0.04052216,0.07075495,-1.0101199,-1.1730913
0.7074194,-0.35604215,0.07858185,-1.0700039,-0.009076311
0.9455703,-0.12943397,-0.1169495,0.84686285,-0.64950925
-0.950477,-0.18608603,-0.16221857,1.4674191,1.641443
-0.9596367,-0.24273807,0.037825584,-0.77672255,0.6718051
-0.86346036,-0.12943397,0.033559576,-0.745122,-0.81804425
-0.6985867,-0.072781935,-0.15626025,1.3437127,1.6178482
-0.3871586,-0.016129887,0.04639286,-0.86274713,-0.147275
-0.30014196,-0.41269422,-0.15044297,1.2455922,0.84034
-1.0008551,0.097174205,-0.010828086,-0.38708252,0.28979242
-0.3871586,-0.18608603,-0.071045816,0.21496671,-1.1348901
-0.7718639,0.097174205,-0.15499103,1.2800293,1.4908851
0.15784049,-0.072781935,-0.104856595,0.59922034,1.0021336
-0.9275779,0.38043442,-0.15100707,1.1964344,-0.09446737
-0.9871156,-0.016129887,0.03655636,-0.8338027,0.22911981
0.7257387,-0.24273807,-0.09160023,0.4039581,-0.40794244
0.070823826,-0.12943397,-0.090401515,0.35880035,0.90438336
0.08914312,-0.12943397,0.017623736,-0.7301222,-0.41580743
-0.7077463,-0.24273807,-0.082257316,0.24666579,0.6167503
-0.4054779,-0.18608603,-0.1789653,1.5225624,-1.0169156
-0.533713,0.38043442,-0.14261608,0.98466104,-0.5079399
-0.8588805,-0.016129887,-0.18471208,1.5925673,1.6212188
-0.9687963,-0.24273807,-0.105314925,0.47904888,0.70551205
-0.63904893,0.21047829,-0.0119210305,-0.5143898,-0.73377675
-0.49249458,-0.12943397,-0.15721218,1.1543992,0.46731594
-0.65736824,-0.24273807,0.03415893,-0.9166568,1.2021285
-0.47417527,0.26713035,-0.013437051,-0.5113103,-0.9719729
-1.0008551,0.04052216,-0.13930199,0.8929814,-0.6000723
0.5746045,-0.2993901,0.026896138,-0.86202306,-1.1135423
0.17615978,-0.12943397,-0.059411246,-0.06856309,1.2302177
0.19447908,-0.18608603,-0.1483981,1.0092396,0.04260775
-0.5520323,-0.58265036,0.041633263,-0.9896247,-0.40906602
-0.4008981,0.32378238,0.021572439,-0.85720176,-0.41131315
-0.6482086,-0.2993901,-0.061103545,-0.097770646,1.0751655
-0.88635945,0.38043442,0.026155755,-0.9066768,-0.33491063
-0.7718639,0.15382625,-0.0325107,-0.40252596,-0.52029914
-0.6024104,-0.016129887,-0.18069287,1.3806378,0.05946125
-0.50623405,0.21047829,0.024674991,-0.9368709,0.88415915
-0.79476297,-0.072781935,-0.1837249,1.4161426,0.4448446
-0.8588805,0.04052216,-0.1299238,0.63622946,0.11339245
-0.03451214,0.32378238,-0.007655021,-0.6739529,0.6167503
-0.2909823,0.04052216,0.039341606,-1.0798999,1.4436953
-0.69400686,-0.18608603,-0.13387251,0.66236717,-0.80231434
0.56086504,-0.016129887,0.011630166,-0.86448336,1.6009946
-0.18564634,-0.35604215,-0.19793318,1.5881397,-0.79894364
-0.7306454,0.77699876,-0.010263986,-0.6933047,-0.4203017
-0.61157,0.04052216,-0.06060996,-0.21357134,-1.329267
-0.8588805,-0.18608603,-0.17744929,1.2452159,1.0403349
-1.0054349,-0.072781935,-0.1539686,0.8868793,-1.2730887
-0.8771998,-0.072781935,-0.18414797,1.3304137,-0.81916785
-0.8588805,-0.016129887,-0.099814944,0.19692902,1.7830124
-0.05741126,-0.016129887,-0.15386283,0.8598141,-0.6158023
-0.6298893,0.4370865,-0.14568338,0.74684024,-0.53939974
-0.23602441,-0.18608603,0.039905705,-1.1464776,0.87067634
0.52880627,-0.18608603,-0.19959022,1.5366757,-0.7742252
-0.8771998,-0.18608603,-0.18802616,1.3382132,-0.83489776
0.89977205,-0.072781935,0.015120539,-0.9697612,-0.6708571
-0.1398481,-0.41269422,-0.18894283,1.3383576,0.6628165
-0.69400686,0.21047829,-0.008501171,-0.7819111,-0.3663705
-0.94589716,-0.24273807,-0.13404879,0.54206866,-0.5090635
-0.97337615,-0.016129887,-0.1021066,0.14260767,-0.4809743
-0.08031038,0.15382625,-0.10073161,0.12638117,0.552707
-0.8405612,0.21047829,0.032360863,-1.1366545,-0.057389677
-0.31846124,0.15382625,-0.0046582366,-0.8388517,0.6628165
-0.2909823,0.04052216,-0.040020287,-0.52306604,1.4043704
-1.0054349,0.21047829,-0.20110625,1.4548261,-0.4944571
-0.7031665,0.097174205,-0.03917414,-0.5687917,0.025754254
-1.0054349,0.38043442,0.023053203,-1.1136982,1.0290992
-0.5520323,-0.18608603,-0.10044956,0.052064463,-0.8708519
-0.90467876,-0.072781935,-0.19906138,1.3828912,-0.04278331
0.7577975,0.097174205,-0.047283083,-0.51273686,0.02350712
-0.9825358,-0.072781935,0.015614127,-1.0894328,-0.37423545
-0.950477,-0.18608603,-0.08310347,-0.18837287,-1.2506174
1.1837211,-0.5259983,-0.04012606,-0.61892205,-1.2798301
-0.56577176,-0.016129887,-0.20403253,1.403878,0.4920344
0.5242264,-0.35604215,-0.015834479,-0.86202306,-1.0315219
-0.11236915,0.04052216,0.0073994123,-1.0674999,0.37630704
-0.8817797,-0.35604215,-0.19962548,1.2856648,-0.46412078
-0.9413174,-0.46934626,-0.09540791,-0.10497239,-1.1214073
-0.1032095,0.49373853,-0.033991463,-0.7230031,-0.56861246
0.17157996,0.15382625,-0.20625366,1.366905,-0.97983783
-0.3093016,-0.6393024,-0.0068088695,-0.9784923,-1.3034251
0.5379659,-0.6393024,-0.0068088695,-0.9784923,-0.6000723
0.37767205,-0.6393024,-0.0068088695,-0.9784923,-0.8663576
1.3714939,-0.6393024,-0.0068088695,-0.9784923,-0.99332064
0.744058,-0.24273807,-0.18428901,0.98766005,1.2796546
-0.8680402,-0.072781935,-0.09974443,-0.11201586,-0.78321373
-0.13068844,-0.18608603,-0.16979867,0.7585134,-0.8820876
0.061664175,-0.12943397,-0.075382344,-0.38181278,-0.47872716
-0.8314016,0.21047829,-0.011286418,-0.9899961,0.39203697
-0.3276209,-0.18608603,-0.14469619,0.39144495,1.7054863
-0.8130823,0.04052216,-0.0031422162,-1.0671611,1.9481767
-0.33220074,-0.12943397,-0.21958055,1.4897761,0.4246204
-0.8588805,-0.016129887,-0.08839191,-0.27324158,1.3425744
0.744058,-0.2993901,-0.23526959,1.7585373,1.538075
-0.8771998,-0.12943397,-0.04210041,-0.736545,-1.2337639
-0.9321577,0.15382625,-0.030395323,-0.84931344,0.4043962
-0.5795112,-0.24273807,0.0011943066,-1.1186321,1.5965004
1.1837211,-0.5259983,-0.04012606,-0.76773876,-1.2798301
-0.99169546,0.04052216,-0.11402323,-0.012612432,1.3729106
0.5196466,0.38043442,-0.15379232,0.4680609,-0.5023221
-0.33678055,-0.12943397,-0.01763255,-0.98021185,0.5796726
-0.87262,-0.12943397,-0.13186291,0.14374201,-0.0023349118
-0.8909393,-0.016129887,-0.069283,-0.5440597,-0.9686022
-0.63904893,-0.24273807,-0.08246885,-0.41721615,-0.7663602
-0.97795594,0.77699876,-0.007619764,-1.1078932,0.661693
-0.8817797,-0.072781935,-0.029443404,-0.92904085,-1.3494912
-0.8817797,-0.18608603,-0.22321194,1.4144139,-0.4068189
-0.75354457,0.15382625,-0.024965856,-1.0083954,-0.92028886
-0.8405612,0.26713035,-0.1029175,-0.26002657,-1.3079193
-0.78560334,-0.18608603,-0.1203341,-0.071286485,-0.44951442
-0.8130823,0.04052216,-0.08021245,-0.5155609,0.7953974
-0.9275779,0.04052216,-0.021158177,-1.0660635,0.7560725
-0.46501562,-0.24273807,-0.22772475,1.4207743,-0.416931
-0.8314016,-0.24273807,-0.03564851,-0.944276,1.8998634
-0.82224196,-0.24273807,-0.123048835,-0.073187925,-0.28772083
-0.71690595,-0.072781935,-0.069600314,-0.6432861,-0.1978355
-0.32304108,0.15382625,-0.07083428,-0.6391229,-0.88658184
-0.76728404,-0.072781935,-0.21661901,1.1923718,-1.0888238
-0.08489021,-0.24273807,-0.24662212,1.6846545,-0.6247908
-0.99169546,0.94695497,-0.076193236,-0.61359537,-1.3337613
-0.99169546,0.15382625,-0.1374334,0.055370297,-0.40120107
0.51048696,-0.24273807,-0.1203341,-0.1538407,-0.43041378
-0.9229981,-0.5259983,-0.05345293,-0.8414668,1.6773971
-0.9642165,-0.18608603,-0.20748764,1.0010326,1.1088724
0.006706281,-0.24273807,-0.2104139,1.0436648,0.8313515
-0.8405612,-0.12943397,-0.21795875,1.15899,1.4661666
-0.78560334,-0.072781935,-0.23223755,1.3978446,-1.2832009
-0.9413174,-0.2993901,-0.23597471,1.4381275,1.9919958
-0.56577176,-0.35604215,-0.23311895,1.3841714,0.7425898
0.13036154,-0.12943397,-0.23713817,1.4433279,-0.08547884
-0.86346036,-0.072781935,-0.117443085,-0.23649698,0.39653122
-0.5520323,-0.016129887,-0.10168353,-0.42103434,1.6481844
-0.49249458,0.04052216,-0.0900137,-0.5469455,-0.74838316
-0.9321577,-0.12943397,-0.043193355,-0.9956775,-1.1326429
-0.78560334,-0.12943397,-0.02813892,-1.1303344,1.0077515
-0.9825358,0.15382625,-0.22134335,1.1410468,1.6043653
-0.5520323,-0.5259983,-0.068613134,-0.76924866,-0.08997311
-0.9092586,0.38043442,-0.07094005,-0.7510256,0.8279808
-0.8405612,-0.2993901,-0.19539472,0.7212273,-0.041659743
-0.25892353,-0.46934626,-0.14437889,0.028267592,-0.13154507
0.28149575,-0.072781935,-0.22772475,1.2102519,1.0897719
-0.15816739,-0.2993901,-0.10679569,-0.41277808,-0.35401127
0.40057117,-0.24273807,-0.25363812,1.6591755,-0.6798456
-0.10778933,-0.12943397,-0.08856819,-0.60696566,0.26732108
0.56086504,-0.35604215,-0.25511888,1.6799457,1.7144749
-0.8543007,0.04052216,-0.2555772,1.6808307,0.5740548
0.057084348,-0.2993901,-0.25554195,1.6523021,0.022383554
-0.5382928,0.26713035,-0.054581136,-0.991111,0.9291018
-0.87262,-0.18608603,-0.22980486,1.1524901,1.7189691
-0.6482086,0.26713035,-0.13919622,-0.12752107,-0.81242645
-0.45127615,-0.35604215,-0.20826328,0.7991539,0.9403375
-0.8909393,0.04052216,-0.07379581,-0.83822966,1.4515603
